cell ID:  0 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.53
cell ID:  4280 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.47
cell ID:  4281 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.64
cell ID:  4282 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  4283 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.78
cell ID:  4284 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.9
cell ID:  4285 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.74
cell ID:  4286 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.9
cell ID:  4287 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.67
cell ID:  4288 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  4289 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.97
cell ID:  4290 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4291 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.64
cell ID:  4292 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.99
cell ID:  4293 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.98
cell ID:  4294 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  4295 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.72
cell ID:  4296 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  4297 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.85
cell ID:  4298 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.9
cell ID:  4299 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.84
cell ID:  4300 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  4301 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.87
cell ID:  4302 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.48
cell ID:  4303 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  4304 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.92
cell ID:  4305 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.58
cell ID:  4306 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.89
cell ID:  4307 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.84
cell ID:  4308 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  4309 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.82
cell ID:  4310 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.77
cell ID:  4311 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  4312 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.53
cell ID:  4313 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.96
cell ID:  4314 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.79
cell ID:  4315 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.27
cell ID:  4316 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: Platelets 	 	 probability: 0.4
cell ID:  4317 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4318 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.91
cell ID:  4319 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.91
cell ID:  4320 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  4321 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.85
cell ID:  4322 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.75
cell ID:  4323 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  4324 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.41
cell ID:  4325 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  4326 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.72
cell ID:  4327 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.51
cell ID:  4328 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.9
cell ID:  4329 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.74
cell ID:  4330 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.88
cell ID:  4331 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.55
cell ID:  4332 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.91
cell ID:  4333 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.92
cell ID:  4334 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.74
cell ID:  4335 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.91
cell ID:  4336 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.7
cell ID:  4337 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.86
cell ID:  4338 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.91
cell ID:  4339 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.69
cell ID:  4340 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.79
cell ID:  4341 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  4342 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.84
cell ID:  4343 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.91
cell ID:  4344 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  4345 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4346 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD16 	 	 probability: 0.75
cell ID:  4347 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.73
cell ID:  4348 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.81
cell ID:  4349 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.42
cell ID:  4350 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4351 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.97
cell ID:  4352 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.69
cell ID:  4353 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.47
cell ID:  4354 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.28
cell ID:  4355 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.28
cell ID:  4356 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.81
cell ID:  4357 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.69
cell ID:  4358 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.82
cell ID:  4359 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.76
cell ID:  4360 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.91
cell ID:  4361 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  4362 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4363 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4364 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.82
cell ID:  4365 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4366 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.96
cell ID:  4367 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.88
cell ID:  4368 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.25
cell ID:  4369 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.91
cell ID:  4370 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4371 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.54
cell ID:  4372 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4373 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.64
cell ID:  4374 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.89
cell ID:  4375 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4376 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.78
cell ID:  4377 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.92
cell ID:  4378 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4379 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.77
cell ID:  4380 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  4381 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.89
cell ID:  4382 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.67
cell ID:  4383 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.64
cell ID:  4384 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.97
cell ID:  4385 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.98
cell ID:  4386 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.95
cell ID:  4387 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.54
cell ID:  4388 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.77
cell ID:  4389 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.25
cell ID:  4390 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4391 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.3
cell ID:  4392 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.92
cell ID:  4393 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.52
cell ID:  4394 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4395 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.9
cell ID:  4396 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4397 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.53
cell ID:  4398 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.79
cell ID:  4399 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.87
cell ID:  4400 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.91
cell ID:  4401 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.74
cell ID:  4402 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.77
cell ID:  4403 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.78
cell ID:  4404 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.97
cell ID:  4405 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.77
cell ID:  4406 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.89
cell ID:  4407 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.89
cell ID:  4408 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.61
cell ID:  4409 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.58
cell ID:  4410 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.73
cell ID:  4411 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4412 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.81
cell ID:  4413 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.79
cell ID:  4414 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.97
cell ID:  4415 	 	 real cell type: B.Activated 	 	 predicted cell type: B.Activated 	 	 probability: 0.78
cell ID:  4416 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4417 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.38
cell ID:  4418 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.47
cell ID:  4419 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  4420 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.38
cell ID:  4421 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  4422 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.94
cell ID:  4423 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.92
cell ID:  4424 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.97
cell ID:  4425 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.54
cell ID:  4426 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.85
cell ID:  4427 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.27
cell ID:  4428 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.79
cell ID:  4429 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.94
cell ID:  4430 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.62
cell ID:  4431 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.65
cell ID:  4432 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4433 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  4434 	 	 real cell type: DC.Myeloid 	 	 predicted cell type: DC.Myeloid 	 	 probability: 0.64
cell ID:  4435 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.95
cell ID:  4436 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.31
cell ID:  4437 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.62
cell ID:  4438 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.97
cell ID:  4439 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.93
cell ID:  4440 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.67
cell ID:  4441 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.32
cell ID:  4442 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: Platelets 	 	 probability: 0.56
cell ID:  4443 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.95
cell ID:  4444 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.91
cell ID:  4445 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.97
cell ID:  4446 	 	 real cell type: Mono.CD16 	 	 predicted cell type: Mono.CD16 	 	 probability: 0.87
cell ID:  4447 	 	 real cell type: T.CD8.Naive 	 	 predicted cell type: T.CD8.Naive 	 	 probability: 0.25
cell ID:  4448 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.94
cell ID:  4449 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.75
cell ID:  4450 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.46
cell ID:  4451 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.82
cell ID:  4452 	 	 real cell type: NK 	 	 predicted cell type: NK 	 	 probability: 0.95
cell ID:  4453 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.31
cell ID:  4454 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.96
cell ID:  4455 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.96
cell ID:  4456 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.88
cell ID:  4457 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.8
cell ID:  4458 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.57
cell ID:  4459 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.93
cell ID:  4460 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.57
cell ID:  4461 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.94
cell ID:  4462 	 	 real cell type: Mono.CD14 	 	 predicted cell type: Mono.CD14 	 	 probability: 0.93
cell ID:  4463 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.92
cell ID:  4464 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.78
cell ID:  4465 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.74
cell ID:  4466 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Memory 	 	 probability: 0.77
cell ID:  4467 	 	 real cell type: T.CD8.Effector 	 	 predicted cell type: T.CD8.Effector 	 	 probability: 0.96
cell ID:  4468 	 	 real cell type: B.Naive 	 	 predicted cell type: B.Naive 	 	 probability: 0.88
cell ID:  4469 	 	 real cell type: T.CD4.Memory 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.59
cell ID:  4470 	 	 real cell type: T.CD4.Naive 	 	 predicted cell type: T.CD4.Naive 	 	 probability: 0.84
